ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País/Região;Região;Iddoproduto;Categoria;Sub-categoria;Nomedoproduto;Custo;Vendas;Quantidade;Desconto;Lucro;Meta
7514;MX-2020-157378;16/02/2020;21/02/2020;Segunda classe;AC-10285;Alice Carvalho;Grande Empresa;Cancún;Quintana Roo;México;Norte;MAT-AR-10004134;Material de escritório;Armazenamento;Smead Caixa, Tamanho real;38,63;288;4;0;65,6;489,58
3172;MX-2020-120740;12/02/2020;18/02/2020;Classe padrão;JR-16000;Julieta Ribeiro;Varejo;Bogotá;Bogotá;Colômbia;Sul;MAT-CO-10003781;Material de escritório;Colchetes;Advantus Prendedores de papel, Embalagem tipo bulk;77,03;385,8;3;0;103,8;608,38
7035;MX-2021-149230;13/12/2021;17/12/2021;Classe padrão;RG-19750;Rafaela Gomes;Varejo;Milpa Alta;Distrito Federal;México;Norte;MAT-ET-10001153;Material de escritório;Etiquetas;Harbour Creations Etiquetas jurídicas, Branco;28,43;146;2;0;55,2;225,98
7157;MX-2018-108112;01/07/2018;04/07/2018;Primeira classe;JM-15715;Júlia Melo;Varejo;San Andrés Tuxtla;Veracruz;México;Norte;MAT-ET-10001153;Material de escritório;Etiquetas;Harbour Creations Etiquetas jurídicas, Branco;28,43;146;2;0;55,2;225,98
6021;MX-2021-156405;04/09/2021;08/09/2021;Classe padrão;CF-12175;Carla Fernandes;Grande Empresa;Quito;Pichincha;Equador;Sul;MAT-ET-10004836;Material de escritório;Etiquetas;Novimex Etiquetas redondas, Ajustável;-1,57;55,6;2;0;24,8;105,18
8149;MX-2021-122476;14/10/2021;20/10/2021;Classe padrão;EB-13975;Evelyn Barbosa;Varejo;Teziutlán;Puebla;México;Norte;MAT-ET-10004836;Material de escritório;Etiquetas;Novimex Etiquetas redondas, Ajustável;-1,57;55,6;2;0;24,8;105,18
7076;MX-2020-126207;10/02/2020;15/02/2020;Segunda classe;LA-16615;Laura Almeida;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-CO-10002929;Material de escritório;Colchetes;Accos Alfinetes, Tamanhos variados;28,63;191,52;3;0,2;54,72;316,62
5890;MX-2021-140613;10/07/2021;14/07/2021;Segunda classe;MC-18970;Miguel Costa;Pequenas e Medias Empresas;Petapa;Guatemala;Guatemala;Central;MAT-AR-10004222;Material de escritório;Arte;Sanford Apontador, Metal;100,43;361,2;2;0;126,4;512,38
578;MX-2018-158204;29/09/2018;01/10/2018;Segunda classe;ES-13465;Emilly Souza;Varejo;Mejicanos;San Salvador;El Salvador;Central;MAT-AR-10000299;Material de escritório;Arte;Boston Marcador, Metal;102,83;368,4;2;0;128,8;521,98
7516;MX-2019-137918;05/09/2019;11/09/2019;Classe padrão;CC-12280;Carlos Correia;Varejo;Santa Cruz do Sul;Rio Grande do Sul;Brasil;Sul;MAT-ET-10003375;Material de escritório;Etiquetas;Novimex Etiquetas para codificação colorida, Branco;35,23;165,6;2;0;61,2;251,58
9712;MX-2019-153500;26/10/2019;01/11/2019;Classe padrão;EC-13165;Eduarda Carvalho;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-ET-10003375;Material de escritório;Etiquetas;Novimex Etiquetas para codificação colorida, Branco;35,23;165,6;2;0;61,2;251,58
6621;MX-2018-133627;14/12/2018;19/12/2018;Classe padrão;SC-20605;Sophia Cunha;Varejo;Ilopango;San Salvador;El Salvador;Central;MAT-AR-10000059;Material de escritório;Armazenamento;Eldon Pastas, Tamanho real;76,03;567;5;0;102;972,78
455;MX-2018-157084;22/10/2018;25/10/2018;Primeira classe;KS-16495;Kauê Silva;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;MAT-EN-10004999;Material de escritório;Envelopes;Ames Envelope com fecho, Conjunto de 50;19,63;143,58;4;0;45,6;335,58
1501;MX-2021-124002;09/01/2021;14/01/2021;Classe padrão;VD-21700;Vitória Dias;Pequenas e Medias Empresas;Brasília;Distrito Federal;Brasil;Sul;MAT-CO-10002533;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Embalagem com 12;37,63;172,8;2;0;63,6;261,18
8001;MX-2019-137561;04/12/2019;08/12/2019;Classe padrão;LF-17200;Letícia Fernandes;Grande Empresa;Rancagua;Libertador General Bernardo O'Higgins;Chile;Sul;TEC-AC-10001364;Tecnologia;Acessórios;Memorex Pen drive, Reciclado;101,03;362,8;2;0;126,8;514,38
8876;MX-2019-102393;20/06/2019;27/06/2019;Classe padrão;BB-11785;Bruno Barbosa;Varejo;Managua;Managua;Nicarágua;Central;TEC-AC-10001364;Tecnologia;Acessórios;Memorex Pen drive, Reciclado;101,03;362,8;2;0;126,8;514,38
3245;MX-2020-107153;07/07/2020;09/07/2020;Segunda classe;DA-12940;Diogo Alves;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-AR-10003031;Material de escritório;Arte;Crayola Marcador, Tamanhos variados;97,63;581,76;4;0,2;123,36;959,1
1234;MX-2021-153661;29/10/2021;04/11/2021;Classe padrão;DM-12700;Danilo Martins;Pequenas e Medias Empresas;Cidade do México;Distrito Federal;México;Norte;MAT-CO-10003584;Material de escritório;Colchetes;Stockwell Elásticos, Embalagem tipo bulk;53,63;220,4;2;0;79,2;324,38
697;MX-2020-105228;15/11/2020;22/11/2020;Classe padrão;BG-11545;Breno Gomes;Grande Empresa;Crato;Ceará;Brasil;Sul;MAT-ET-10001203;Material de escritório;Etiquetas;Novimex Etiquetas para organização de pastas, Vermelho;16,03;107,6;2;0;41,6;173,98
4971;MX-2019-106082;28/08/2019;29/08/2019;Primeira classe;DB-13060;Douglas Barbosa;Varejo;Zapopan;Jalisco;México;Norte;MAT-ET-10002506;Material de escritório;Etiquetas;Novimex Etiquetas removíveis, Vermelho;23,23;129,2;2;0;48,8;202,78
9269;MX-2019-103114;08/05/2019;15/05/2019;Classe padrão;TM-20740;Tânia Martins;Pequenas e Medias Empresas;San Martín;San Salvador;El Salvador;Central;MAT-ET-10002506;Material de escritório;Etiquetas;Novimex Etiquetas removíveis, Vermelho;23,23;129,2;2;0;48,8;202,78
699;MX-2020-117016;28/11/2020;30/11/2020;Segunda classe;MC-18835;Matilde Cardoso;Grande Empresa;Zapopan;Jalisco;México;Norte;MAT-AR-10000358;Material de escritório;Arte;Crayola Marcadores de texto, Embalagem tipo bulk;65,23;337,2;3;0;90,6;534,78
9605;MX-2020-159940;15/06/2020;20/06/2020;Classe padrão;CF-12340;Carolina Ferreira;Grande Empresa;São Pedro da Aldeia;Rio de Janeiro;Brasil;Sul;MAT-AR-10000358;Material de escritório;Arte;Crayola Marcadores de texto, Embalagem tipo bulk;65,23;337,2;3;0;90,6;534,78
7594;MX-2021-112095;21/10/2021;26/10/2021;Classe padrão;BF-11830;Bruno Ferreira;Grande Empresa;Manizales;Caldas;Colômbia;Sul;MAT-AR-10002878;Material de escritório;Arte;Crayola Marcadores de texto, Azul;73,83;553;5;0;99;949,18
6649;MX-2021-129686;27/03/2021;01/04/2021;Classe padrão;DS-12850;Davi Santos;Varejo;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-AR-10001043;Material de escritório;Armazenamento;Eldon Caixa, Industrial;19,63;300,72;7;0,4;44,52;553,02
7950;MX-2021-130694;25/03/2021;27/03/2021;Primeira classe;AA-10825;Arthur Alves;Grande Empresa;Guadalajara;Jalisco;México;Norte;MAT-AR-10004374;Material de escritório;Arte;Sanford Canetas, Azul;29,83;148;2;0;54,4;227,18
9962;MX-2021-131464;09/08/2021;14/08/2021;Segunda classe;AP-10405;Aline Pinto;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-CO-10001360;Material de escritório;Colchetes;Stockwell Clips de papel, Embalagem tipo bulk;50,63;277,8;3;0;75;445,18
3812;MX-2019-123715;04/12/2019;08/12/2019;Classe padrão;LG-17215;Letícia Goncalves;Varejo;Recife;Pernambuco;Brasil;Sul;MAT-MA-10002219;Material de escritório;Materiais;Kleencut Abridor de carta, Industrial;124,63;573,6;3;0;434,4;888,78
6665;MX-2021-161368;15/05/2021;19/05/2021;Classe padrão;FC-14200;Felipe Costa;Pequenas e Medias Empresas;Matanzas;Matanzas;Cuba;Caribe;MAT-MA-10002219;Material de escritório;Materiais;Kleencut Abridor de carta, Industrial;124,63;573,6;3;0;434,4;888,78
4027;MX-2020-165813;12/12/2020;14/12/2020;Primeira classe;VS-21355;Vinicius Silva;Grande Empresa;Lima;Lima;Peru;Sul;TEC-AC-10004416;Tecnologia;Acessórios;Enermax Mouse, Programável;130,83;1337,28;8;0,4;154,88;2403,74
4834;MX-2021-166688;24/01/2021;29/01/2021;Segunda classe;DB-12625;Daniel Barbosa;Pequenas e Medias Empresas;Mejicanos;San Salvador;El Salvador;Central;MAT-MA-10003288;Material de escritório;Materiais;Fiskars Régua, Azul;53,43;288,6;3;0;220,6;461,18
6523;US-2021-134502;05/03/2021;11/03/2021;Classe padrão;MA-18790;Matilde Alves;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-PA-10003844;Material de escritório;Papel;Eaton Caderno, Premium;87,63;240,86;3;0,2;111,48;666,14
3579;MX-2020-146738;04/10/2020;08/10/2020;Classe padrão;FR-14185;Fábio Ribeiro;Varejo;São Paulo;São Paulo;Brasil;Sul;MAT-EN-10000729;Material de escritório;Envelopes;Kraft Envelope com fecho, Reciclado;15,43;63,98;2;0;39,2;167,98
7507;MX-2018-123995;15/04/2018;20/04/2018;Classe padrão;DC-12640;Daniel Cavalcanti;Varejo;Porto Alegre;Rio Grande do Sul;Brasil;Sul;MAT-AR-10003008;Material de escritório;Arte;BIC Tela, Azul;280,23;1790;5;0;304;3010,38
4260;MX-2020-112718;23/02/2020;28/02/2020;Classe padrão;DS-12850;Davi Santos;Varejo;Novo Laredo;Tamaulipas;México;Norte;MAT-CO-10002618;Material de escritório;Colchetes;OIC Clips de papel, Embalagem com 12;50,63;277,2;3;0;74,4;443,98
6372;MX-2018-120418;17/12/2018;23/12/2018;Classe padrão;MS-19045;Miguel Souza;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;MAT-CO-10002618;Material de escritório;Colchetes;OIC Clips de papel, Embalagem com 12;50,63;277,2;3;0;74,4;443,98
9661;MX-2020-118619;04/01/2020;08/01/2020;Segunda classe;MS-18865;Matilde Souza;Varejo;Managua;Managua;Nicarágua;Central;MAT-ET-10002432;Material de escritório;Etiquetas;HON Etiquetas removíveis, Branco;42,03;478,8;7;0;65,8;864,38
4076;MX-2021-160479;27/08/2021;29/08/2021;Segunda classe;LF-16645;Laura Ferreira;Varejo;San Pedro de Macorís;San Pedro de Macorís;República Dominicana;Caribe;MAT-CO-10002822;Material de escritório;Colchetes;Advantus Clips de papel, Metal;37,63;225,12;3;0,2;61,32;365,82
5098;MX-2020-109617;06/08/2020;12/08/2020;Classe padrão;IB-15130;Igor Barbosa;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-MA-10000372;Material de escritório;Materiais;Kleencut Tesouras, Aço;74,23;462,72;4;0,2;373,92;767,82
9602;MX-2020-159940;15/06/2020;20/06/2020;Classe padrão;CF-12340;Carolina Ferreira;Grande Empresa;São Pedro da Aldeia;Rio de Janeiro;Brasil;Sul;MÓV-MÓ-10002222;Móveis;Móveis;Eldon Peso de porta, Embalagem multipack;204,03;252,38;2;0;227,6;921,98
5948;MX-2018-165834;03/08/2018;10/08/2018;Classe padrão;EA-13945;Evelyn Araujo;Varejo;Guanajuato;Guanajuato;México;Norte;MAT-ET-10004573;Material de escritório;Etiquetas;HON Etiquetas jurídicas, Branco;39,63;289,6;4;0;63,2;490,78
1707;MX-2019-127446;12/04/2019;12/04/2019;No mesmo dia;GF-14950;Guilherme Fernandes;Grande Empresa;San Salvador;San Salvador;El Salvador;Central;MAT-AR-10004160;Material de escritório;Arte;Boston Marcador, Azul;113,23;527,4;3;0;136,8;819,18
5509;MX-2018-125843;13/10/2018;15/10/2018;Primeira classe;MS-19045;Miguel Souza;Pequenas e Medias Empresas;Delgado;San Salvador;El Salvador;Central;MAT-AR-10000433;Material de escritório;Armazenamento;Fellowes Pastas, Azul;113,43;528;3;0;136,8;819,98
6378;MX-2021-142601;18/12/2021;23/12/2021;Classe padrão;MA-17920;Manuela Almeida;Varejo;Apopa;San Salvador;El Salvador;Central;MAT-AR-10000433;Material de escritório;Armazenamento;Fellowes Pastas, Azul;113,43;528;3;0;136,8;819,98
5622;MX-2018-156895;13/03/2018;13/03/2018;No mesmo dia;VD-21445;Vitór Dias;Grande Empresa;Chinautla;Guatemala;Guatemala;Central;MAT-AR-10001630;Material de escritório;Arte;BIC Bloco de desenho, Embalagem tipo bulk;198,43;652,4;2;0;221,6;898,78
5668;MX-2021-156916;08/08/2021;10/08/2021;Segunda classe;TP-20755;Tânia Pinto;Grande Empresa;Ibagué;Tolima;Colômbia;Sul;MAT-AR-10001630;Material de escritório;Arte;BIC Bloco de desenho, Embalagem tipo bulk;198,43;652,4;2;0;221,6;898,78
6842;MX-2021-163958;05/09/2021;08/09/2021;Segunda classe;KF-16420;Kauan Fernandes;Grande Empresa;Las Tunas;Las Tunas;Cuba;Caribe;MAT-MA-10000566;Material de escritório;Materiais;Kleencut Tesouras, Industrial;101,03;478,2;3;0;362,6;745,18
450;US-2019-110716;21/06/2019;27/06/2019;Classe padrão;BS-11740;Bruna Silva;Varejo;Toluca;México;México;Norte;MAT-MA-10001130;Material de escritório;Materiais;Fiskars Tesouras, Industrial;105,43;495,6;3;0;375,6;771,18
2697;MX-2020-121048;31/10/2020;03/11/2020;Primeira classe;FB-14275;Fernanda Barros;Grande Empresa;Milpa Alta;Distrito Federal;México;Norte;MAT-MA-10001130;Material de escritório;Materiais;Fiskars Tesouras, Industrial;105,43;495,6;3;0;375,6;771,18
5927;MX-2021-141208;02/07/2021;06/07/2021;Classe padrão;AM-10330;Alice Martins;Varejo;Bridgetown;Saint Michael;Barbados;Caribe;MAT-AR-10003098;Material de escritório;Arte;Stanley Marcador, Tamanhos variados;108,43;507,6;3;0;131,4;789,18
1908;MX-2018-125871;03/07/2018;06/07/2018;Segunda classe;TA-20710;Tânia Azevedo;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-MA-10001777;Material de escritório;Materiais;Stiletto Tesouras, Azul;65,03;251,84;2;0,2;172,24;364,46
3226;MX-2020-126214;13/06/2020;20/06/2020;Classe padrão;SR-20320;Samuel Ribeiro;Pequenas e Medias Empresas;Managua;Managua;Nicarágua;Central;MAT-ET-10003933;Material de escritório;Etiquetas;HON Etiquetas para organização de pastas, Vermelho;27,03;225,6;4;0;49,6;387,98
3953;MX-2019-145653;17/05/2019;22/05/2019;Segunda classe;MC-18640;Mateus Carvalho;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-PA-10002074;Material de escritório;Papel;Xerox Artigos de papelaria, Premium;181,03;228,38;2;0;203,6;827,98
5599;MX-2019-148663;14/06/2019;18/06/2019;Classe padrão;CF-12565;Clara Ferreira;Varejo;São Paulo;São Paulo;Brasil;Sul;MAT-EN-10001135;Material de escritório;Envelopes;Jiffy Malote, Reciclado;182,23;229,58;2;0;204,8;832,78
1557;MX-2020-105333;26/10/2020;31/10/2020;Classe padrão;SC-20260;Samuel Cavalcanti;Grande Empresa;Zapopan;Jalisco;México;Norte;MAT-AR-10004875;Material de escritório;Arte;BIC Canetas, Tamanhos variados;75,03;465,6;4;0;97,6;771,98
9944;MX-2019-166842;03/01/2019;07/01/2019;Classe padrão;EP-13780;Erick Pereira;Varejo;Milpa Alta;Distrito Federal;México;Norte;MAT-AR-10004875;Material de escritório;Arte;BIC Canetas, Tamanhos variados;75,03;465,6;4;0;97,6;771,98
4140;MX-2021-125822;04/11/2021;05/11/2021;Primeira classe;LB-16720;Lavinia Barbosa;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-EN-10000644;Material de escritório;Envelopes;Kraft Fita dupla face, Prata;83,83;433,58;5;0,2;106,4;1043,98
6167;MX-2021-136854;01/07/2021;06/07/2021;Classe padrão;CC-12265;Carlos Castro;Varejo;Metepec;México;México;Norte;MAT-ET-10003421;Material de escritório;Etiquetas;Smead Etiquetas para codificação colorida, Ajustável;36,43;219;3;0;58,8;355,98
2517;MX-2020-100573;21/09/2020;23/09/2020;Segunda classe;GG-14410;Gabriel Gomes;Pequenas e Medias Empresas;Navegantes;Santa Catarina;Brasil;Sul;MAT-ET-10000220;Material de escritório;Etiquetas;Harbour Creations Etiquetas redondas, Durável;17,43;142,8;3;0;39,6;241,58
2654;MX-2021-114545;13/05/2021;17/05/2021;Segunda classe;EC-13360;Emilly Castro;Pequenas e Medias Empresas;Taboão da Serra;São Paulo;Brasil;Sul;MÓV-MÓ-10003429;Móveis;Móveis;Tenex Caixa para correspondência, Durável;93,03;249,98;3;0;115,2;695,18
7062;MX-2021-102449;09/07/2021;11/07/2021;Primeira classe;RD-19900;Rebeca Dias;Varejo;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-ET-10002272;Material de escritório;Etiquetas;Smead Etiquetas redondas, Ajustável;5,23;204,8;8;0,2;27,2;389,98
3951;MX-2018-155978;08/06/2018;13/06/2018;Classe padrão;BB-11605;Bruna Barros;Varejo;Managua;Managua;Nicarágua;Central;MAT-MA-10003148;Material de escritório;Materiais;Stiletto Tesouras, Retangular;231,03;1493;5;0;1247,4;2514,78
4031;MX-2020-118101;28/03/2020;02/04/2020;Classe padrão;ÁC-10090;Ágatha Costa;Varejo;Concepción de La Vega;La Vega;República Dominicana;Caribe;MAT-CO-10003743;Material de escritório;Colchetes;Stockwell Prendedores de papel, Tamanhos variados;53,23;355,84;4;0,2;75,04;596,06
1927;MX-2021-167724;22/09/2021;24/09/2021;Primeira classe;CC-12520;Clara Cardoso;Varejo;Guantânamo;Guantânamo;Cuba;Caribe;MAT-PA-10000782;Material de escritório;Papel;Xerox Cadernetas, Embalagem com 12;70,23;203,78;3;0;91,8;557,18
2676;MX-2020-109288;18/03/2020;25/03/2020;Classe padrão;DM-12715;Danilo Melo;Grande Empresa;San Salvador;San Salvador;El Salvador;Central;MAT-PA-10000782;Material de escritório;Papel;Xerox Cadernetas, Embalagem com 12;70,23;203,78;3;0;91,8;557,18
4481;MX-2021-150336;30/04/2021;02/05/2021;Segunda classe;ED-13390;Emilly Dias;Pequenas e Medias Empresas;Aracaju;Sergipe;Brasil;Sul;MAT-PA-10000782;Material de escritório;Papel;Xerox Cadernetas, Embalagem com 12;70,23;203,78;3;0;91,8;557,18
5303;MX-2020-159142;07/06/2020;11/06/2020;Segunda classe;CS-11950;Caio Souza;Varejo;Reynosa;Tamaulipas;México;Norte;MAT-ET-10004842;Material de escritório;Etiquetas;Smead Etiquetas jurídicas, Durável;50,63;612,8;8;0;72;1115,18
680;MX-2019-148180;11/09/2019;14/09/2019;Segunda classe;LM-17410;Luan Martins;Varejo;Mérida;Yucatán;México;Norte;MAT-EN-10000917;Material de escritório;Envelopes;Ames Fita dupla face, Reciclado;69,43;201,78;3;0;90,6;551,58
3069;MX-2019-103618;19/04/2019;22/04/2019;Segunda classe;LS-17785;Luís Sousa;Pequenas e Medias Empresas;Villa Nueva;Guatemala;Guatemala;Central;MAT-EN-10000917;Material de escritório;Envelopes;Ames Fita dupla face, Reciclado;69,43;201,78;3;0;90,6;551,58
3592;MX-2019-147977;11/05/2019;16/05/2019;Classe padrão;MR-18520;Marisa Rodrigues;Varejo;Morelia;Michoacán;México;Norte;MAT-EN-10000917;Material de escritório;Envelopes;Ames Fita dupla face, Reciclado;69,43;201,78;3;0;90,6;551,58
7558;MX-2019-169761;19/01/2019;21/01/2019;Segunda classe;KR-16315;Kaua Ribeiro;Varejo;Nueva Gerona;Isla de la Juventud;Cuba;Caribe;MAT-EN-10000917;Material de escritório;Envelopes;Ames Fita dupla face, Reciclado;69,43;201,78;3;0;90,6;551,58
8156;MX-2020-145275;19/12/2020;21/12/2020;Segunda classe;VS-21355;Vinicius Silva;Pequenas e Medias Empresas;Colima;Colima;México;Norte;MAT-MA-10001797;Material de escritório;Materiais;Elite Estilete, Aço;172,83;1143;5;0;955,6;1931,18
5423;MX-2018-109190;28/09/2018;02/10/2018;Classe padrão;RF-20140;Ryan Fernandes;Grande Empresa;Puebla;Puebla;México;Norte;MAT-ET-10000163;Material de escritório;Etiquetas;Novimex Etiquetas redondas, Vermelho;9,03;81,2;2;0;29,2;135,18
8816;MX-2019-142174;27/12/2019;29/12/2019;Primeira classe;CS-12430;Carolina Souza;Pequenas e Medias Empresas;Morelia;Michoacán;México;Norte;MAT-ET-10000163;Material de escritório;Etiquetas;Novimex Etiquetas redondas, Vermelho;9,03;81,2;2;0;29,2;135,18
2211;MX-2020-110135;15/10/2020;19/10/2020;Classe padrão;TP-20755;Tânia Pinto;Grande Empresa;Tuxtla Gutiérrez;Chiapas;México;Norte;MAT-EN-10003231;Material de escritório;Envelopes;Ames Envelope profissional, Reciclado;49,43;160,78;3;0;69,6;429,58
4067;MX-2020-130862;19/10/2020;26/10/2020;Classe padrão;LA-17635;Luis Alves;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-MA-10004466;Material de escritório;Materiais;Stiletto Régua, Azul;56,63;297,6;3;0;226,4;472,78
5381;MX-2020-149615;25/06/2020;30/06/2020;Segunda classe;MS-18100;Marcos Souza;Varejo;Tlaquepaque;Jalisco;México;Norte;MAT-EN-10003231;Material de escritório;Envelopes;Ames Envelope profissional, Reciclado;49,43;160,78;3;0;69,6;429,58
491;MX-2020-160997;06/11/2020;12/11/2020;Classe padrão;RA-19690;Rafaela Alves;Varejo;Cidade do México;Distrito Federal;México;Norte;MAT-EN-10003935;Material de escritório;Envelopes;Ames Envelope kraft, Reciclado;113,03;547,78;5;0;133;1330,78
4588;MX-2018-159688;19/07/2018;23/07/2018;Classe padrão;DM-12910;Diego Melo;Pequenas e Medias Empresas;Palma Soriano;Santiago de Cuba;Cuba;Caribe;MAT-EN-10004759;Material de escritório;Envelopes;Kraft Fita dupla face, Vermelho;88,83;133,58;2;0;108,8;453,98
8033;MX-2021-154907;20/11/2021;20/11/2021;No mesmo dia;FC-14200;Felipe Costa;Pequenas e Medias Empresas;Gómez Palacio;Durango;México;Norte;MAT-EN-10003935;Material de escritório;Envelopes;Ames Envelope kraft, Reciclado;113,03;547,78;5;0;133;1330,78
9476;MX-2020-160444;07/11/2020;12/11/2020;Classe padrão;VF-21490;Vitor Ferreira;Varejo;Maceió;Alagoas;Brasil;Sul;MAT-EN-10004759;Material de escritório;Envelopes;Kraft Fita dupla face, Vermelho;88,83;133,58;2;0;108,8;453,98
894;MX-2021-158638;22/09/2021;27/09/2021;Classe padrão;GD-14455;Gabriela Dias;Pequenas e Medias Empresas;Moa;Holguín;Cuba;Caribe;MAT-ET-10002699;Material de escritório;Etiquetas;Harbour Creations Etiquetas redondas, Vermelho;11,23;87,6;2;0;31,2;143,58
4681;MX-2021-144134;26/03/2021;27/03/2021;Primeira classe;AM-10330;Alice Martins;Varejo;Cienfuegos;Cienfuegos;Cuba;Caribe;MAT-ET-10002699;Material de escritório;Etiquetas;Harbour Creations Etiquetas redondas, Vermelho;11,23;87,6;2;0;31,2;143,58
4143;MX-2020-160143;03/12/2020;08/12/2020;Classe padrão;MA-18565;Martim Almeida;Pequenas e Medias Empresas;Veracruz;Veracruz;México;Norte;MAT-PA-10001484;Material de escritório;Papel;Eaton Resma, Reciclado;99,63;144,38;2;0;119,6;497,18
7314;MX-2021-108357;19/04/2021;24/04/2021;Classe padrão;CC-12265;Carlos Castro;Varejo;São Luís;Maranhão;Brasil;Sul;MAT-MA-10001257;Material de escritório;Materiais;Kleencut Abridor de carta, Retangular;87,63;316,8;2;0;214,6;449,18
8020;MX-2021-104486;08/08/2021;12/08/2021;Classe padrão;ES-13435;Emilly Silva;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-ET-10002096;Material de escritório;Etiquetas;Avery Etiquetas de envio, Branco;24,23;126,4;2;0,2;44;195,18
1794;MX-2021-152968;01/12/2021;03/12/2021;Primeira classe;CS-12430;Carolina Souza;Pequenas e Medias Empresas;Mérida;Yucatán;México;Norte;MAT-ET-10002242;Material de escritório;Etiquetas;Avery Etiquetas para organização de pastas, Vermelho;21,83;119,2;2;0;41,6;185,58
8392;MX-2019-154592;15/10/2019;20/10/2019;Segunda classe;ES-13435;Emilly Silva;Varejo;Cidade do México;Distrito Federal;México;Norte;MAT-ET-10002242;Material de escritório;Etiquetas;Avery Etiquetas para organização de pastas, Vermelho;21,83;119,2;2;0;41,6;185,58
8926;MX-2021-101112;29/12/2021;31/12/2021;Segunda classe;MF-18145;Maria Fernandes;Varejo;Salina Cruz;Oaxaca;México;Norte;MAT-ET-10002242;Material de escritório;Etiquetas;Avery Etiquetas para organização de pastas, Vermelho;21,83;119,2;2;0;41,6;185,58
2157;MX-2019-125318;04/12/2019;06/12/2019;Primeira classe;LF-17695;Luis Fernandes;Varejo;Armênia;Quindío;Colômbia;Sul;MAT-CO-10004277;Material de escritório;Colchetes;Advantus Percevejo niquelado, Embalagem com 12;47,43;260,4;3;0;67,2;416,78
9902;MX-2020-168683;20/12/2020;27/12/2020;Classe padrão;LS-17350;Livia Santos;Varejo;Itapecuru Mirim;Maranhão;Brasil;Sul;MAT-CO-10004277;Material de escritório;Colchetes;Advantus Percevejo niquelado, Embalagem com 12;47,43;260,4;3;0;67,2;416,78
4486;MX-2020-163580;20/11/2020;26/11/2020;Classe padrão;SC-20500;Sofia Cunha;Varejo;Mixco;Guatemala;Guatemala;Central;MAT-EN-10000644;Material de escritório;Envelopes;Kraft Fita dupla face, Prata;83,83;128,38;2;0;103,6;433,58
1393;MX-2020-136980;27/10/2020;03/11/2020;Classe padrão;VD-21445;Vitór Dias;Grande Empresa;Las Tunas;Las Tunas;Cuba;Caribe;MAT-CO-10003107;Material de escritório;Colchetes;Advantus Grampos, Embalagem com 12;33,83;205,8;3;0;53,4;334,78
1925;MX-2020-145240;23/06/2020;25/06/2020;Segunda classe;AL-10510;Amanda Lima;Varejo;Managua;Managua;Nicarágua;Central;MAT-CO-10002728;Material de escritório;Colchetes;Stockwell Grampos, Metal;42,83;421,2;6;0;62,4;747,58
9301;US-2020-106453;15/02/2020;21/02/2020;Classe padrão;VF-21280;Vinicius Fernandes;Varejo;Caracas;Distrito Capital;Venezuela;Sul;MAT-AR-10000653;Material de escritório;Arte;Sanford Marcadores de texto, Metal;43,23;544,32;8;0,4;62,72;993,02
1917;MX-2020-128440;29/11/2020;06/12/2020;Classe padrão;JB-15460;Joao Barros;Grande Empresa;Cancún;Quintana Roo;México;Norte;MAT-ET-10000611;Material de escritório;Etiquetas;Smead Etiquetas jurídicas, Ajustável;27,43;180;3;0;46,8;295,98
6460;MX-2021-159464;11/11/2021;15/11/2021;Classe padrão;EC-13285;Eduardo Cardoso;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-ET-10000611;Material de escritório;Etiquetas;Smead Etiquetas jurídicas, Ajustável;27,43;180;3;0;46,8;295,98
9978;US-2021-131954;21/11/2021;23/11/2021;Primeira classe;ED-13315;Eduardo Dias;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-EN-10001763;Material de escritório;Envelopes;Cameo Envelope com fecho, Conjunto de 50;16,03;225,06;7;0,4;35,28;491,34
8444;MX-2018-135104;02/11/2018;04/11/2018;Primeira classe;VF-21460;Vitor Fernandes;Pequenas e Medias Empresas;El Progreso;Yoro;Honduras;Central;MAT-ET-10002096;Material de escritório;Etiquetas;Avery Etiquetas de envio, Branco;24,23;331,8;7;0,4;43,4;605,98
